order_id,product_id,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%)
ORD013991,PROD6781,Clothing,Peak,Wednesday,No,43
ORD011301,PROD6518,Groceries,Peak,Wednesday,No,43
ORD003915,PROD6657,Furniture,Festival,Wednesday,No,26
ORD010011,PROD8361,Groceries,Off-Peak,Wednesday,No,10
ORD007257,PROD7365,Furniture,Off-Peak,Wednesday,No,38
ORD002167,PROD4839,Electronics,Normal,Wednesday,No,8
ORD010812,PROD9405,Clothing,Off-Peak,Wednesday,No,35
ORD012628,PROD6046,Groceries,Peak,Wednesday,No,18
ORD014974,PROD2103,Clothing,Normal,Wednesday,No,34
ORD005247,PROD4783,Furniture,Peak,Wednesday,No,48
ORD011500,PROD4587,Furniture,Off-Peak,Wednesday,No,14
ORD008149,PROD5006,Clothing,Festival,Wednesday,Yes,13
ORD010549,PROD5990,Furniture,Off-Peak,Wednesday,No,4
ORD006595,PROD1471,Clothing,Off-Peak,Wednesday,Yes,4
ORD012679,PROD8730,Pharmaceuticals,Off-Peak,Wednesday,No,13
ORD004075,PROD7678,Groceries,Off-Peak,Wednesday,No,9
ORD009178,PROD2476,Furniture,Off-Peak,Wednesday,No,31
ORD007961,PROD7943,Clothing,Peak,Wednesday,No,49
ORD006614,PROD2766,Groceries,Festival,Wednesday,No,29
ORD004322,PROD1271,Clothing,Normal,Wednesday,No,1
ORD012775,PROD3500,Pharmaceuticals,Normal,Wednesday,No,40
ORD009594,PROD5382,Groceries,Festival,Wednesday,Yes,33
ORD002197,PROD5913,Groceries,Normal,Wednesday,No,34
ORD014992,PROD1339,Electronics,Normal,Thursday,No,10
ORD008214,PROD7021,Clothing,Off-Peak,Thursday,Yes,20
ORD000574,PROD1508,Groceries,Peak,Thursday,No,9
ORD003874,PROD2765,Electronics,Festival,Thursday,No,37
ORD002021,PROD7643,Pharmaceuticals,Normal,Thursday,Yes,42
ORD010149,PROD7194,Pharmaceuticals,Normal,Thursday,No,33
ORD008634,PROD3503,Clothing,Normal,Thursday,No,26
ORD002655,PROD9109,Pharmaceuticals,Festival,Thursday,No,7
ORD008557,PROD7156,Furniture,Festival,Thursday,No,0
ORD003307,PROD7437,Furniture,Festival,Thursday,No,15
ORD000335,PROD9938,Groceries,Normal,Thursday,No,38
ORD014117,PROD3394,Clothing,Peak,Thursday,Yes,5
ORD005987,PROD9770,Clothing,Festival,Thursday,No,31
ORD011008,PROD1928,Electronics,Festival,Thursday,No,23
ORD009184,PROD1940,Pharmaceuticals,Festival,Thursday,No,2
ORD009274,PROD5903,Electronics,Festival,Thursday,Yes,41
ORD006022,PROD6041,Pharmaceuticals,Peak,Thursday,Yes,5
ORD001288,PROD1307,Clothing,Peak,Thursday,No,7
ORD007861,PROD6269,Pharmaceuticals,Off-Peak,Thursday,Yes,12
ORD007970,PROD1456,Electronics,Off-Peak,Thursday,Yes,6
ORD002745,PROD6869,Pharmaceuticals,Peak,Thursday,Yes,43
ORD001250,PROD5475,Pharmaceuticals,Normal,Thursday,No,22
ORD014969,PROD3751,Groceries,Normal,Thursday,No,33
ORD002400,PROD4043,Electronics,Peak,Thursday,No,14
ORD014878,PROD9053,Pharmaceuticals,Off-Peak,Thursday,No,16
ORD009887,PROD8999,Furniture,Peak,Thursday,No,36
ORD009593,PROD9905,Clothing,Normal,Thursday,No,44
ORD014447,PROD4715,Groceries,Festival,Thursday,No,17
ORD004338,PROD9835,Pharmaceuticals,Normal,Thursday,No,32
ORD005335,PROD6309,Groceries,Peak,Thursday,Yes,35
ORD006094,PROD1118,Electronics,Festival,Thursday,No,8
ORD001246,PROD7947,Furniture,Festival,Thursday,No,29
ORD001024,PROD8673,Pharmaceuticals,Off-Peak,Thursday,No,12
ORD009125,PROD7179,Groceries,Peak,Thursday,No,18
ORD007103,PROD5636,Furniture,Peak,Thursday,No,26
ORD002113,PROD2130,Clothing,Normal,Thursday,No,3
ORD012361,PROD8523,Electronics,Off-Peak,Thursday,No,13
ORD004358,PROD5641,Pharmaceuticals,Festival,Thursday,No,17
ORD007706,PROD9270,Groceries,Peak,Thursday,No,11
ORD008623,PROD7925,Groceries,Off-Peak,Thursday,No,6
ORD007421,PROD6681,Pharmaceuticals,Peak,Thursday,No,25
ORD000388,PROD5279,Pharmaceuticals,Festival,Thursday,No,45
ORD004666,PROD2311,Electronics,Festival,Thursday,No,49
ORD008013,PROD8428,Furniture,Festival,Thursday,No,28
ORD000999,PROD2591,Pharmaceuticals,Off-Peak,Thursday,Yes,24
ORD012637,PROD3292,Clothing,Festival,Thursday,No,28
ORD010458,PROD8059,Pharmaceuticals,Off-Peak,Thursday,No,20
ORD014405,PROD3850,Clothing,Festival,Thursday,No,48
ORD013589,PROD4022,Pharmaceuticals,Normal,Thursday,No,34
ORD001836,PROD6939,Electronics,Festival,Thursday,No,0
ORD014987,PROD1143,Electronics,Peak,Thursday,No,44
ORD011875,PROD6098,Clothing,Peak,Thursday,No,49
ORD010418,PROD9265,Furniture,Off-Peak,Thursday,No,31
ORD002695,PROD2923,Furniture,Off-Peak,Thursday,No,3
ORD010150,PROD5267,Groceries,Festival,Thursday,Yes,24
ORD014564,PROD5756,Electronics,Normal,Thursday,No,16
ORD014708,PROD7054,Electronics,Normal,Thursday,No,25
ORD010681,PROD6132,Furniture,Off-Peak,Thursday,No,42
ORD000173,PROD4770,Groceries,Normal,Thursday,No,23
ORD001048,PROD8606,Furniture,Peak,Thursday,No,22
ORD004957,PROD2276,Furniture,Off-Peak,Thursday,No,38
ORD004369,PROD7144,Electronics,Peak,Thursday,No,26
ORD001303,PROD2443,Electronics,Normal,Thursday,Yes,27
ORD000685,PROD8933,Clothing,Normal,Thursday,No,33
ORD000709,PROD8843,Groceries,Peak,Thursday,No,25
ORD001078,PROD4868,Pharmaceuticals,Peak,Thursday,No,5
ORD007143,PROD3166,Groceries,Peak,Thursday,No,10
ORD003404,PROD9775,Groceries,Peak,Thursday,No,6
ORD008271,PROD2406,Electronics,Festival,Thursday,No,47
ORD001120,PROD5347,Pharmaceuticals,Peak,Thursday,Yes,5
ORD001065,PROD9850,Electronics,Normal,Thursday,No,24
ORD012432,PROD4621,Furniture,Off-Peak,Thursday,Yes,18
ORD006387,PROD5266,Clothing,Off-Peak,Thursday,No,16
ORD008431,PROD9985,Furniture,Festival,Thursday,Yes,20
ORD006766,PROD2951,Groceries,Festival,Thursday,Yes,6
ORD006097,PROD5648,Pharmaceuticals,Festival,Thursday,No,9
ORD014300,PROD4545,Clothing,Peak,Thursday,No,45
ORD008976,PROD6545,Clothing,Peak,Thursday,Yes,42
ORD014239,PROD1385,Groceries,Normal,Thursday,No,48
ORD013131,PROD9320,Pharmaceuticals,Peak,Thursday,Yes,39
ORD007959,PROD1415,Clothing,Peak,Thursday,No,26
ORD006042,PROD3319,Clothing,Festival,Thursday,No,19
ORD008782,PROD6620,Pharmaceuticals,Normal,Thursday,No,41
ORD002563,PROD6706,Electronics,Off-Peak,Thursday,Yes,36
ORD013230,PROD4254,Electronics,Off-Peak,Thursday,No,42
ORD002596,PROD4519,Electronics,Festival,Thursday,No,38
ORD006809,PROD8014,Furniture,Normal,Thursday,No,0
ORD011829,PROD3847,Pharmaceuticals,Normal,Thursday,No,13
ORD008051,PROD6057,Pharmaceuticals,Festival,Thursday,No,26
ORD012401,PROD5300,Groceries,Festival,Thursday,No,31
ORD007600,PROD6807,Pharmaceuticals,Normal,Thursday,No,32
ORD000962,PROD8529,Groceries,Festival,Thursday,No,9
ORD014423,PROD8385,Pharmaceuticals,Peak,Thursday,No,13
ORD006099,PROD8798,Groceries,Normal,Thursday,No,32
ORD007752,PROD8160,Clothing,Normal,Thursday,No,42
ORD007122,PROD7513,Pharmaceuticals,Normal,Thursday,No,42
ORD002345,PROD7179,Pharmaceuticals,Festival,Thursday,No,25
ORD004285,PROD4992,Electronics,Normal,Thursday,No,0
ORD007108,PROD3391,Electronics,Normal,Thursday,No,9
ORD002318,PROD1280,Electronics,Peak,Thursday,No,48
ORD012734,PROD2099,Groceries,Off-Peak,Thursday,Yes,19
ORD012717,PROD8001,Electronics,Peak,Thursday,No,3
ORD000115,PROD5371,Furniture,Peak,Thursday,No,36
ORD011842,PROD1918,Groceries,Peak,Thursday,Yes,6
ORD011224,PROD9830,Pharmaceuticals,Peak,Thursday,Yes,37
ORD008468,PROD7183,Groceries,Normal,Thursday,No,18
ORD003315,PROD5825,Groceries,Peak,Thursday,Yes,37
ORD000429,PROD1006,Furniture,Peak,Thursday,No,48
ORD001229,PROD4524,Clothing,Normal,Thursday,No,21
ORD010477,PROD9497,Pharmaceuticals,Normal,Thursday,No,5
ORD003399,PROD3428,Clothing,Peak,Thursday,No,18
ORD011681,PROD7088,Groceries,Peak,Thursday,Yes,22
ORD001590,PROD5687,Clothing,Festival,Thursday,No,35
ORD000608,PROD9289,Pharmaceuticals,Festival,Thursday,Yes,44
ORD013408,PROD3534,Groceries,Off-Peak,Thursday,Yes,10
ORD007394,PROD7418,Furniture,Off-Peak,Thursday,No,33
ORD007873,PROD7769,Groceries,Festival,Thursday,No,43
ORD013514,PROD4335,Electronics,Off-Peak,Thursday,No,26
ORD010274,PROD6151,Clothing,Normal,Thursday,No,46
ORD000196,PROD2588,Pharmaceuticals,Peak,Thursday,No,19
ORD014631,PROD2898,Pharmaceuticals,Off-Peak,Thursday,No,36
ORD000293,PROD2127,Pharmaceuticals,Peak,Thursday,No,44
ORD000710,PROD8216,Clothing,Normal,Thursday,Yes,6
ORD008987,PROD3826,Electronics,Normal,Thursday,No,20
ORD004734,PROD8816,Clothing,Off-Peak,Thursday,No,35
ORD000751,PROD8699,Electronics,Off-Peak,Thursday,No,40
ORD001865,PROD3290,Pharmaceuticals,Off-Peak,Thursday,No,49
ORD006067,PROD2979,Pharmaceuticals,Normal,Thursday,Yes,23
ORD012478,PROD4683,Furniture,Peak,Thursday,Yes,49
ORD012309,PROD4688,Groceries,Peak,Thursday,No,5
ORD003654,PROD3701,Groceries,Normal,Thursday,No,38
ORD009351,PROD2973,Pharmaceuticals,Normal,Thursday,No,40
ORD012876,PROD7868,Electronics,Peak,Thursday,No,35
ORD004763,PROD2121,Groceries,Festival,Thursday,No,45
ORD013069,PROD8879,Electronics,Festival,Thursday,No,23
ORD011878,PROD2928,Pharmaceuticals,Peak,Thursday,Yes,17
ORD014252,PROD9341,Clothing,Festival,Thursday,No,8
ORD009570,PROD1716,Groceries,Off-Peak,Thursday,Yes,46
ORD005862,PROD4828,Clothing,Off-Peak,Thursday,No,28
ORD011942,PROD5230,Electronics,Off-Peak,Thursday,No,1
ORD004127,PROD3637,Groceries,Off-Peak,Thursday,Yes,14
ORD002589,PROD7481,Groceries,Normal,Thursday,Yes,1
ORD001915,PROD7173,Furniture,Peak,Thursday,No,9
ORD009324,PROD8039,Clothing,Off-Peak,Thursday,Yes,27
ORD011048,PROD3246,Groceries,Normal,Thursday,No,22
ORD007423,PROD8147,Furniture,Off-Peak,Thursday,No,39
ORD013396,PROD6017,Electronics,Normal,Thursday,No,45
ORD006155,PROD2901,Electronics,Normal,Thursday,No,11
ORD014225,PROD1691,Electronics,Peak,Thursday,No,29
ORD000861,PROD8905,Clothing,Festival,Thursday,No,46
ORD008463,PROD6051,Pharmaceuticals,Peak,Thursday,No,33
ORD006032,PROD7643,Pharmaceuticals,Peak,Thursday,No,31
ORD006158,PROD8287,Groceries,Peak,Thursday,Yes,12
ORD012608,PROD7491,Clothing,Festival,Thursday,No,37
ORD007575,PROD7389,Electronics,Off-Peak,Thursday,No,18
ORD011601,PROD9955,Electronics,Normal,Friday,No,32
ORD011437,PROD2102,Groceries,Normal,Friday,No,42
ORD009506,PROD5326,Clothing,Normal,Friday,No,32
ORD008566,PROD1648,Clothing,Peak,Friday,No,31
ORD009478,PROD5240,Clothing,Normal,Friday,Yes,25
ORD007197,PROD9077,Pharmaceuticals,Off-Peak,Friday,No,17
ORD013441,PROD3316,Electronics,Peak,Friday,No,46
ORD006904,PROD4938,Furniture,Festival,Friday,No,49
ORD007211,PROD9618,Clothing,Peak,Friday,Yes,4
ORD005821,PROD5129,Groceries,Off-Peak,Friday,No,15
ORD006106,PROD7750,Pharmaceuticals,Normal,Friday,No,5
ORD012012,PROD3708,Electronics,Normal,Friday,No,8
ORD000989,PROD1132,Clothing,Off-Peak,Friday,Yes,47
ORD007107,PROD7693,Pharmaceuticals,Off-Peak,Friday,No,49
ORD006397,PROD9845,Groceries,Peak,Friday,Yes,27
ORD006483,PROD1108,Clothing,Peak,Friday,No,45
ORD004619,PROD6903,Groceries,Normal,Friday,Yes,46
ORD008457,PROD4541,Clothing,Festival,Friday,No,2
ORD009863,PROD6071,Clothing,Normal,Friday,No,7
ORD001602,PROD4060,Furniture,Festival,Friday,Yes,21
ORD014043,PROD6296,Groceries,Off-Peak,Friday,No,19
ORD014686,PROD4155,Electronics,Normal,Friday,Yes,9
ORD005582,PROD9888,Electronics,Normal,Friday,Yes,45
ORD001963,PROD9700,Pharmaceuticals,Off-Peak,Friday,No,26
ORD012583,PROD2074,Furniture,Peak,Friday,No,42
ORD001444,PROD6968,Groceries,Festival,Friday,No,22
ORD012054,PROD9000,Clothing,Festival,Friday,Yes,4
ORD003357,PROD9561,Pharmaceuticals,Peak,Friday,No,36
ORD003449,PROD3604,Furniture,Off-Peak,Friday,No,16
ORD009657,PROD2854,Pharmaceuticals,Festival,Friday,No,0
ORD004545,PROD8836,Pharmaceuticals,Normal,Friday,Yes,48
ORD010271,PROD7089,Clothing,Festival,Friday,No,9
ORD004785,PROD1134,Electronics,Peak,Friday,No,44
ORD005563,PROD4438,Furniture,Normal,Friday,No,26
ORD000742,PROD2330,Groceries,Normal,Friday,No,31
ORD010136,PROD2290,Clothing,Off-Peak,Friday,Yes,42
ORD006717,PROD7958,Furniture,Normal,Friday,Yes,24
ORD000769,PROD2169,Clothing,Normal,Friday,No,16
ORD007999,PROD1897,Pharmaceuticals,Peak,Friday,No,34
ORD004538,PROD5591,Groceries,Normal,Friday,No,49
ORD003175,PROD6210,Electronics,Normal,Friday,No,28
ORD006903,PROD3420,Electronics,Normal,Friday,No,15
ORD009468,PROD4390,Electronics,Festival,Friday,No,11
ORD013604,PROD1232,Furniture,Peak,Friday,Yes,32
ORD013933,PROD2303,Furniture,Peak,Friday,No,45
ORD005596,PROD3131,Electronics,Peak,Friday,Yes,23
ORD005041,PROD1916,Furniture,Peak,Friday,No,28
ORD006696,PROD1209,Groceries,Normal,Friday,No,26
ORD013044,PROD9860,Electronics,Off-Peak,Friday,No,6
ORD014274,PROD8399,Clothing,Peak,Friday,Yes,2
ORD012324,PROD2610,Electronics,Off-Peak,Friday,No,40
ORD001060,PROD9807,Furniture,Normal,Friday,No,39
ORD000830,PROD4073,Pharmaceuticals,Festival,Friday,No,4
ORD013815,PROD3903,Groceries,Normal,Friday,No,34
ORD003463,PROD8478,Furniture,Normal,Friday,No,38
ORD006964,PROD6395,Groceries,Peak,Friday,No,21
ORD007574,PROD6480,Groceries,Festival,Friday,Yes,29
ORD014930,PROD3761,Pharmaceuticals,Normal,Friday,No,19
ORD011906,PROD5570,Pharmaceuticals,Off-Peak,Friday,Yes,45
ORD008562,PROD6385,Pharmaceuticals,Normal,Friday,Yes,25
ORD000222,PROD1828,Clothing,Normal,Friday,No,17
ORD012212,PROD4042,Groceries,Off-Peak,Friday,Yes,35
ORD002843,PROD1439,Groceries,Peak,Friday,No,42
ORD005179,PROD5995,Clothing,Normal,Friday,Yes,32
ORD006455,PROD7326,Pharmaceuticals,Festival,Friday,Yes,39
ORD002069,PROD2341,Electronics,Normal,Friday,No,35
ORD011302,PROD6515,Groceries,Festival,Friday,No,2
ORD002699,PROD8015,Pharmaceuticals,Peak,Friday,No,12
ORD006405,PROD3381,Pharmaceuticals,Festival,Friday,No,15
ORD003707,PROD5839,Pharmaceuticals,Peak,Friday,No,15
ORD009257,PROD8058,Furniture,Festival,Friday,Yes,14
ORD014780,PROD3038,Pharmaceuticals,Off-Peak,Friday,No,30
ORD012410,PROD4442,Furniture,Off-Peak,Friday,No,2
ORD012972,PROD1191,Clothing,Festival,Friday,No,12
ORD001118,PROD1258,Pharmaceuticals,Festival,Friday,No,29
ORD002504,PROD7703,Furniture,Normal,Friday,No,28
ORD005640,PROD8556,Furniture,Festival,Friday,No,36
ORD002566,PROD8178,Pharmaceuticals,Normal,Friday,No,48
ORD003714,PROD6416,Clothing,Peak,Friday,No,35
ORD001412,PROD2531,Clothing,Off-Peak,Friday,No,25
ORD000950,PROD7751,Furniture,Festival,Friday,Yes,37
ORD009536,PROD8848,Electronics,Normal,Friday,No,44
ORD014653,PROD8870,Pharmaceuticals,Peak,Friday,No,18
ORD010918,PROD5749,Electronics,Festival,Friday,Yes,0
ORD004265,PROD2263,Pharmaceuticals,Off-Peak,Friday,No,39
ORD004378,PROD5281,Pharmaceuticals,Peak,Friday,No,29
ORD003944,PROD4342,Furniture,Peak,Friday,No,38
ORD012243,PROD8792,Groceries,Peak,Friday,No,33
ORD007948,PROD1769,Groceries,Festival,Friday,No,2
ORD011029,PROD4609,Furniture,Festival,Friday,No,25
ORD003614,PROD8035,Groceries,Normal,Friday,No,27
ORD000539,PROD6507,Groceries,Peak,Friday,Yes,39
ORD013636,PROD2067,Pharmaceuticals,Normal,Friday,Yes,29
ORD006769,PROD6153,Groceries,Off-Peak,Friday,No,38
ORD007803,PROD2072,Furniture,Festival,Friday,No,20
ORD009590,PROD3531,Furniture,Off-Peak,Friday,Yes,14
ORD002329,PROD5135,Electronics,Off-Peak,Friday,No,49
ORD009453,PROD1744,Furniture,Peak,Friday,No,47
ORD003978,PROD7180,Furniture,Festival,Friday,No,25
ORD013334,PROD3363,Furniture,Normal,Friday,No,14
ORD013585,PROD2825,Electronics,Normal,Friday,No,15
ORD004733,PROD9059,Furniture,Normal,Friday,No,43
ORD002990,PROD8600,Clothing,Off-Peak,Friday,Yes,41
ORD011390,PROD8082,Clothing,Normal,Friday,No,12
ORD014716,PROD6359,Furniture,Off-Peak,Friday,Yes,31
ORD002837,PROD3290,Clothing,Peak,Friday,No,2
ORD003139,PROD9907,Clothing,Normal,Friday,No,42
ORD014213,PROD8348,Groceries,Off-Peak,Friday,No,6
ORD013242,PROD2697,Furniture,Normal,Friday,No,19
ORD014592,PROD8177,Groceries,Peak,Friday,No,25
ORD008356,PROD9232,Clothing,Off-Peak,Friday,No,47
ORD006531,PROD6237,Furniture,Normal,Friday,No,13
ORD007255,PROD4411,Pharmaceuticals,Off-Peak,Friday,No,48
ORD005622,PROD8709,Groceries,Off-Peak,Friday,No,41
ORD000813,PROD9117,Furniture,Off-Peak,Friday,Yes,28
ORD014667,PROD9353,Groceries,Normal,Friday,No,24
ORD001137,PROD5941,Clothing,Festival,Friday,No,2
ORD006536,PROD1866,Electronics,Festival,Friday,No,24
ORD010368,PROD5320,Clothing,Festival,Friday,No,18
ORD005353,PROD3656,Electronics,Off-Peak,Friday,No,39
ORD012057,PROD3918,Groceries,Off-Peak,Friday,No,42
ORD006664,PROD9425,Pharmaceuticals,Normal,Friday,No,2
ORD003484,PROD2480,Groceries,Off-Peak,Friday,No,5
ORD014545,PROD9295,Groceries,Off-Peak,Friday,No,49
ORD011236,PROD4998,Clothing,Festival,Friday,No,44
ORD009960,PROD5421,Pharmaceuticals,Off-Peak,Friday,No,22
ORD000524,PROD1096,Pharmaceuticals,Normal,Friday,No,28
ORD001918,PROD8531,Electronics,Peak,Friday,No,45
ORD005466,PROD9301,Electronics,Festival,Friday,No,10
ORD003539,PROD3292,Pharmaceuticals,Festival,Friday,No,12
ORD009509,PROD5831,Pharmaceuticals,Festival,Friday,No,48
ORD010288,PROD9638,Electronics,Off-Peak,Friday,Yes,4
ORD013684,PROD5912,Furniture,Normal,Friday,No,5
ORD001950,PROD8247,Electronics,Festival,Friday,No,26
ORD001228,PROD9691,Pharmaceuticals,Off-Peak,Friday,No,14
ORD000086,PROD8517,Groceries,Normal,Friday,No,22
ORD007536,PROD3385,Clothing,Off-Peak,Friday,No,42
ORD006791,PROD1913,Groceries,Off-Peak,Friday,No,9
ORD009319,PROD9192,Clothing,Normal,Friday,No,8
ORD000976,PROD5949,Clothing,Off-Peak,Friday,No,1
ORD002989,PROD4974,Clothing,Festival,Friday,No,7
ORD001809,PROD1379,Clothing,Normal,Friday,Yes,18
ORD009642,PROD2702,Electronics,Normal,Friday,No,11
ORD004735,PROD5908,Electronics,Off-Peak,Friday,No,24
ORD009163,PROD3999,Electronics,Normal,Friday,No,34
ORD011698,PROD1160,Clothing,Off-Peak,Friday,No,37
ORD000682,PROD4033,Pharmaceuticals,Normal,Friday,No,0
ORD005388,PROD4028,Pharmaceuticals,Peak,Friday,No,38
ORD013736,PROD8074,Electronics,Peak,Friday,Yes,20
ORD010962,PROD2704,Electronics,Normal,Friday,No,49
ORD005543,PROD9456,Groceries,Festival,Friday,No,23
ORD007401,PROD9121,Electronics,Off-Peak,Friday,No,44
ORD005576,PROD5483,Groceries,Normal,Friday,No,27
ORD009298,PROD1517,Clothing,Peak,Friday,No,5
ORD011327,PROD2587,Clothing,Peak,Friday,No,10
ORD012965,PROD1234,Groceries,Off-Peak,Friday,No,41
ORD005403,PROD5659,Clothing,Festival,Friday,No,47
ORD001512,PROD4533,Furniture,Peak,Friday,Yes,21
ORD010123,PROD7422,Pharmaceuticals,Normal,Friday,No,41
ORD003612,PROD3120,Groceries,Peak,Friday,No,35
ORD000088,PROD5339,Groceries,Peak,Friday,No,41
ORD003862,PROD3301,Groceries,Off-Peak,Friday,Yes,11
ORD002105,PROD4570,Pharmaceuticals,Peak,Friday,No,24
ORD007916,PROD9093,Groceries,Off-Peak,Friday,No,11
ORD007958,PROD2340,Clothing,Off-Peak,Friday,No,47
ORD009456,PROD7512,Clothing,Festival,Friday,No,17
ORD007442,PROD3654,Furniture,Festival,Friday,No,30
ORD013566,PROD7524,Clothing,Off-Peak,Friday,No,37
ORD001123,PROD7897,Groceries,Festival,Friday,No,48
ORD013025,PROD4255,Clothing,Festival,Friday,No,30
ORD004442,PROD2422,Clothing,Off-Peak,Friday,Yes,24
ORD005783,PROD2281,Clothing,Off-Peak,Friday,No,39
ORD005973,PROD7411,Electronics,Peak,Friday,No,36
ORD007224,PROD2737,Pharmaceuticals,Festival,Friday,No,9
ORD006204,PROD3568,Electronics,Peak,Friday,No,37
ORD008080,PROD1691,Clothing,Festival,Friday,Yes,25
ORD003437,PROD5414,Electronics,Off-Peak,Friday,No,41
ORD005744,PROD3359,Furniture,Normal,Friday,No,22
ORD005383,PROD5009,Furniture,Off-Peak,Saturday,No,36
ORD010343,PROD2989,Electronics,Off-Peak,Saturday,No,4
ORD012510,PROD3993,Electronics,Normal,Saturday,Yes,21
ORD003413,PROD5512,Furniture,Festival,Saturday,No,25
ORD000592,PROD1420,Electronics,Off-Peak,Saturday,No,45
ORD006793,PROD5315,Clothing,Peak,Saturday,No,37
ORD010727,PROD3361,Groceries,Peak,Saturday,No,12
ORD004585,PROD4744,Groceries,Festival,Saturday,No,10
ORD003268,PROD8855,Pharmaceuticals,Off-Peak,Saturday,No,46
ORD012918,PROD9793,Furniture,Off-Peak,Saturday,No,5
ORD006535,PROD3675,Furniture,Festival,Saturday,Yes,28
ORD012891,PROD5344,Clothing,Festival,Saturday,Yes,21
ORD005521,PROD9603,Furniture,Off-Peak,Saturday,No,23
ORD003668,PROD5190,Pharmaceuticals,Normal,Saturday,Yes,10
ORD014979,PROD3033,Pharmaceuticals,Festival,Saturday,Yes,13
ORD005999,PROD5750,Groceries,Off-Peak,Saturday,No,41
ORD005013,PROD5521,Electronics,Off-Peak,Saturday,No,31
ORD014176,PROD3916,Pharmaceuticals,Peak,Saturday,Yes,2
ORD010159,PROD3010,Pharmaceuticals,Normal,Saturday,No,32
ORD014609,PROD2429,Groceries,Off-Peak,Saturday,Yes,6
ORD011916,PROD5249,Groceries,Peak,Saturday,No,7
ORD013504,PROD9335,Electronics,Festival,Saturday,No,41
ORD001826,PROD8060,Furniture,Off-Peak,Saturday,No,45
ORD005008,PROD5920,Electronics,Festival,Saturday,No,32
ORD001018,PROD3695,Furniture,Normal,Saturday,No,49
ORD004647,PROD6629,Furniture,Normal,Saturday,Yes,49
ORD000842,PROD8941,Clothing,Peak,Saturday,No,14
ORD009906,PROD5011,Pharmaceuticals,Festival,Saturday,No,23
ORD000774,PROD8195,Groceries,Normal,Saturday,No,11
ORD001111,PROD2801,Groceries,Normal,Saturday,No,33
ORD008941,PROD5637,Furniture,Off-Peak,Saturday,No,9
ORD012729,PROD6358,Clothing,Festival,Saturday,No,41
ORD010877,PROD4150,Pharmaceuticals,Festival,Saturday,No,17
ORD005989,PROD6463,Electronics,Peak,Saturday,No,29
ORD000845,PROD4920,Clothing,Peak,Saturday,No,5
ORD001704,PROD2077,Furniture,Off-Peak,Saturday,Yes,20
ORD000983,PROD6881,Groceries,Off-Peak,Saturday,Yes,37
ORD002910,PROD6067,Clothing,Peak,Saturday,Yes,8
ORD004624,PROD2986,Clothing,Normal,Saturday,No,40
ORD007832,PROD1008,Electronics,Off-Peak,Saturday,No,20
ORD005413,PROD2108,Furniture,Off-Peak,Saturday,Yes,49
ORD010930,PROD6115,Groceries,Festival,Saturday,No,31
ORD003957,PROD7349,Electronics,Festival,Saturday,No,9
ORD002551,PROD5840,Pharmaceuticals,Peak,Saturday,No,43
ORD014221,PROD1859,Pharmaceuticals,Off-Peak,Saturday,No,18
ORD005400,PROD7831,Groceries,Normal,Saturday,No,26
ORD012686,PROD5896,Groceries,Off-Peak,Saturday,No,15
ORD011857,PROD7605,Pharmaceuticals,Festival,Saturday,No,34
ORD010968,PROD8069,Furniture,Peak,Saturday,No,46
ORD010476,PROD9087,Furniture,Off-Peak,Saturday,No,1
ORD011515,PROD1345,Clothing,Off-Peak,Saturday,No,18
ORD011287,PROD1392,Furniture,Off-Peak,Saturday,No,48
ORD006935,PROD1477,Electronics,Peak,Saturday,No,20
ORD004959,PROD9511,Furniture,Off-Peak,Saturday,No,29
ORD002770,PROD1011,Electronics,Peak,Saturday,No,28
ORD002248,PROD6886,Pharmaceuticals,Festival,Saturday,No,14
ORD013201,PROD6186,Pharmaceuticals,Normal,Saturday,No,38
ORD010181,PROD6137,Clothing,Off-Peak,Saturday,No,4
ORD014627,PROD8829,Groceries,Festival,Saturday,Yes,32
ORD004181,PROD3293,Electronics,Normal,Saturday,No,30
ORD006825,PROD1322,Furniture,Festival,Saturday,No,20
ORD011136,PROD8642,Furniture,Off-Peak,Saturday,No,27
ORD011246,PROD7716,Clothing,Off-Peak,Saturday,No,39
ORD011354,PROD5716,Electronics,Normal,Saturday,No,23
ORD009705,PROD3361,Pharmaceuticals,Peak,Saturday,No,20
ORD002344,PROD7213,Electronics,Festival,Saturday,No,46
ORD003480,PROD6730,Groceries,Normal,Saturday,No,38
ORD005142,PROD1301,Groceries,Peak,Saturday,No,22
ORD006471,PROD7786,Pharmaceuticals,Peak,Saturday,No,48
ORD005484,PROD8546,Pharmaceuticals,Peak,Saturday,No,31
ORD010658,PROD6091,Groceries,Peak,Saturday,Yes,44
ORD008599,PROD9313,Groceries,Normal,Saturday,No,48
ORD000984,PROD5847,Pharmaceuticals,Normal,Saturday,Yes,12
ORD010741,PROD2983,Furniture,Festival,Saturday,No,30
ORD000192,PROD8749,Groceries,Festival,Saturday,No,31
ORD004659,PROD7782,Groceries,Peak,Saturday,Yes,41
ORD000454,PROD5011,Pharmaceuticals,Peak,Saturday,No,22
ORD014201,PROD2139,Groceries,Festival,Saturday,Yes,8
ORD001715,PROD8372,Furniture,Festival,Saturday,No,16
ORD002363,PROD5593,Groceries,Off-Peak,Saturday,No,1
ORD002681,PROD1681,Pharmaceuticals,Normal,Saturday,No,3
